target,channel_view,channel,pillow_price_bin,price_bin,checks_in_segment,confidence,segment_reliable,cross_sell_top_2,cross_sell_top_3,cross_sell_support_2,cross_sell_support_3,cross_sell_rate_2,cross_sell_rate_3,cross_sell_2_expected_value,cross_sell_3_expected_value,cross2_best_weekday,cross2_best_hour_bucket,cross2_best_month,cross2_best_opportunity_score,cross3_best_weekday,cross3_best_hour_bucket,cross3_best_month,cross3_best_opportunity_score,upsell_top_2,upsell_top_3,upsell_support_2,upsell_support_3,upsell_rate_2,upsell_rate_3,upsell_avg_sum_2,upsell_avg_sum_3,pillow_size,pillow_type,cross_sell_rate_2_ci_low,cross_sell_rate_2_ci_high,cross_sell_rate_3_ci_low,cross_sell_rate_3_ci_high,upsell_rate_2_ci_low,upsell_rate_2_ci_high,upsell_rate_3_ci_low,upsell_rate_3_ci_high
pillow,non_marketplace,non_marketplace,1-2k,1-2k,114,low,1,Постельное белье,Детские товары,5,5,0.0439,0.0439,126.89,27.79,,,,,,,,,Матрас,Постельное белье,2,5,0.0175,0.0439,8801.55,2893.02,70x70,synthetic,0.0189,0.0986,0.0189,0.0986,0.0048,0.0617,0.0189,0.0986
pillow,non_marketplace,non_marketplace,1-2k,1-2k,3649,high,1,Другая мебель,Матрас,204,172,0.0559,0.0471,957.84,663.4,,,,,,,,,Другая мебель,Матрас,204,172,0.0559,0.0471,17133.17,14074.01,70x70,unknown,0.0489,0.0638,0.0407,0.0545,0.0489,0.0638,0.0407,0.0545
pillow,non_marketplace,non_marketplace,1-2k,1-2k,1213,medium,1,Одеяло,Постельное белье,44,29,0.0363,0.0239,82.79,62.02,,,,,,,,,Одеяло,Простыня,44,20,0.0363,0.0165,2282.43,1630.26,unknown,anatomic,0.0271,0.0483,0.0167,0.0341,0.0271,0.0483,0.0107,0.0253
pillow,non_marketplace,non_marketplace,1-2k,1-2k,840,medium,1,Косметика/гигиена,Наволочка,75,38,0.0893,0.0452,132.26,68.01,,,,,,,,,Одеяло,Наволочка,87,38,0.1036,0.0452,2600.07,1503.38,unknown,down,0.0718,0.1105,0.0331,0.0615,0.0847,0.126,0.0331,0.0615
pillow,non_marketplace,non_marketplace,1-2k,1-2k,3859,medium,1,Детские товары,Кухонный текстиль,131,42,0.0339,0.0109,31.61,4.11,,,,,,,,,Детские товары,Кухонный текстиль,131,42,0.0339,0.0109,931.16,377.32,unknown,memory,0.0287,0.0401,0.0081,0.0147,0.0287,0.0401,0.0081,0.0147
pillow,non_marketplace,non_marketplace,1-2k,1-2k,8458,high,1,Одеяло,Детские товары,304,273,0.0359,0.0323,70.61,35.93,,,,,,,,,Другая мебель,Матрас,271,406,0.032,0.048,14696.94,10970.75,unknown,orthopedic,0.0322,0.0401,0.0287,0.0363,0.0285,0.036,0.0436,0.0528
pillow,non_marketplace,non_marketplace,1-2k,1-2k,9872,high,1,Матрас,Кровать/каркас,1179,459,0.1194,0.0465,3332.24,1528.6,Суббота,День (12-17),2024-10,1137510.52,Суббота,День (12-17),2024-11,667551.81,Другая мебель,Матрас,200,1179,0.0203,0.1194,30719.04,27901.54,unknown,unknown,0.1132,0.126,0.0425,0.0508,0.0177,0.0232,0.1132,0.126
pillow,non_marketplace,non_marketplace,2-3k,2-3k,143,low,1,Детские товары,Наволочка,5,5,0.035,0.035,41.85,15.54,,,,,,,,,Постельное белье,Наматрасник/топпер,2,2,0.014,0.014,1708.5,1702.0,40x60,orthopedic,0.015,0.0792,0.015,0.0792,0.0038,0.0496,0.0038,0.0496
pillow,non_marketplace,non_marketplace,2-3k,2-3k,98,low,1,Наволочка,Детские товары,5,5,0.051,0.051,56.55,35.07,,,,,,,,,Одеяло,Покрывало,6,1,0.0612,0.0102,3150.27,2374.0,50x70,anatomic,0.022,0.1139,0.022,0.1139,0.0284,0.1272,0.0018,0.0556
pillow,non_marketplace,non_marketplace,2-3k,2-3k,5151,high,1,Матрас,Другая мебель,632,616,0.1227,0.1196,2594.36,4092.24,Суббота,День (12-17),2024-11,441241.15,Пятница,День (12-17),2024-09,487171.46,Кровать/каркас,Матрас,304,632,0.059,0.1227,25686.98,21144.83,50x70,unknown,0.114,0.1319,0.111,0.1287,0.0529,0.0658,0.114,0.1319
pillow,non_marketplace,non_marketplace,2-3k,2-3k,1411,medium,1,Другая мебель,Матрас,96,77,0.068,0.0546,1351.46,791.38,,,,,,,,,Другая мебель,Матрас,96,77,0.068,0.0546,19863.6,14501.81,70x70,unknown,0.056,0.0824,0.0439,0.0677,0.056,0.0824,0.0439,0.0677
pillow,non_marketplace,non_marketplace,2-3k,2-3k,516,medium,1,Наволочка,Косметика/гигиена,42,41,0.0814,0.0795,133.78,115.87,,,,,,,,,Наволочка,Косметика/гигиена,42,41,0.0814,0.0795,1643.57,1458.23,unknown,down,0.0608,0.1082,0.0591,0.106,0.0608,0.1082,0.0591,0.106
pillow,non_marketplace,non_marketplace,2-3k,2-3k,5345,high,1,Другая мебель,Одеяло,311,305,0.0582,0.0571,1114.57,177.69,,,2025-06,697730.75,,,2025-09,30049.74,Другая мебель,Матрас,311,424,0.0582,0.0793,19155.59,18869.46,unknown,orthopedic,0.0522,0.0648,0.0512,0.0636,0.0522,0.0648,0.0724,0.0869
pillow,non_marketplace,non_marketplace,2-3k,2-3k,7190,high,1,Одеяло,Кровать/каркас,506,381,0.0704,0.053,453.06,1825.71,Понедельник,День (12-17),2024-11,87295.74,Суббота,День (12-17),,567175.73,Кровать/каркас,Матрас,381,995,0.053,0.1384,34453.73,28766.65,unknown,unknown,0.0647,0.0765,0.048,0.0584,0.048,0.0584,0.1306,0.1466
pillow,non_marketplace,non_marketplace,3-5k,3-5k,3996,high,1,Другая мебель,Постельное белье,465,440,0.1164,0.1101,3575.64,646.27,Воскресенье,Вечер (18-23),2024-12,226461.99,Четверг,День (12-17),2025-02,46691.33,Кровать/каркас,Матрас,264,428,0.0661,0.1071,28826.21,22844.03,50x70,unknown,0.1068,0.1267,0.1008,0.1202,0.0588,0.0742,0.0979,0.1171
pillow,non_marketplace,non_marketplace,3-5k,3-5k,1360,high,1,Другая мебель,Матрас,108,85,0.0794,0.0625,1690.08,1234.47,,,,,,,,,Другая мебель,Матрас,108,85,0.0794,0.0625,21282.44,19751.53,70x70,unknown,0.0662,0.095,0.0508,0.0766,0.0662,0.095,0.0508,0.0766
pillow,non_marketplace,non_marketplace,3-5k,3-5k,1006,low,1,Одеяло,Матрас,29,27,0.0288,0.0268,143.07,829.36,,,,,,,,,Одеяло,Косметика/гигиена,29,65,0.0288,0.0646,4963.01,1959.29,unknown,anatomic,0.0201,0.0411,0.0185,0.0388,0.0201,0.0411,0.051,0.0815
pillow,non_marketplace,non_marketplace,3-5k,3-5k,6374,high,1,Одеяло,Кровать/каркас,491,433,0.077,0.0679,354.16,1967.09,Среда,День (12-17),2024-08,54615.19,Понедельник,День (12-17),2024-10,444576.93,Матрас,Другая мебель,996,377,0.1563,0.0591,26616.52,24468.53,unknown,orthopedic,0.0707,0.0838,0.062,0.0744,0.1476,0.1654,0.0536,0.0652
pillow,non_marketplace,non_marketplace,3-5k,3-5k,6002,high,1,Одеяло,Кровать/каркас,672,333,0.112,0.0555,928.95,2124.57,Среда,День (12-17),2024-12,102372.37,Вторник,День (12-17),,276373.7,Кровать/каркас,Матрас,333,969,0.0555,0.1614,38293.25,33367.36,unknown,unknown,0.1042,0.1202,0.05,0.0616,0.05,0.0616,0.1524,0.171
pillow,non_marketplace,non_marketplace,5-10k,5-10k,2138,high,1,Постельное белье,Матрас,264,223,0.1235,0.1043,1054.14,2906.88,,,,,,,,,Кровать/каркас,Матрас,142,223,0.0664,0.1043,31718.21,27869.54,50x70,unknown,0.1102,0.1381,0.092,0.118,0.0566,0.0778,0.092,0.118
pillow,non_marketplace,non_marketplace,5-10k,5-10k,607,medium,1,Матрас,Другая мебель,41,41,0.0675,0.0675,1425.99,2102.4,,,,,,,,,Другая мебель,Матрас,41,41,0.0675,0.0675,31125.83,21111.63,70x70,unknown,0.0502,0.0904,0.0502,0.0904,0.0502,0.0904,0.0502,0.0904
pillow,non_marketplace,non_marketplace,5-10k,5-10k,1040,low,1,Косметика/гигиена,Одеяло,26,21,0.025,0.0202,34.58,130.0,,,,,,,,,Одеяло,Косметика/гигиена,21,26,0.0202,0.025,6438.12,1383.31,unknown,anatomic,0.0171,0.0364,0.0132,0.0307,0.0132,0.0307,0.0171,0.0364
pillow,non_marketplace,non_marketplace,5-10k,5-10k,1407,medium,1,Матрас,Наволочка,89,70,0.0633,0.0498,2931.38,82.19,,,,,,,,,Одеяло,Постельное белье,140,47,0.0995,0.0334,13281.28,7395.73,unknown,down,0.0517,0.0772,0.0396,0.0624,0.0849,0.1163,0.0252,0.0441
pillow,non_marketplace,non_marketplace,5-10k,5-10k,9358,high,1,Матрас,Наматрасник/топпер,1503,1098,0.1606,0.1173,5300.98,829.55,Вторник,Вечер (18-23),2024-09,605379.31,Понедельник,Вечер (18-23),2024-11,103054.66,Кровать/каркас,Матрас,559,1503,0.0597,0.1606,34763.2,33005.06,unknown,orthopedic,0.1533,0.1682,0.111,0.124,0.0551,0.0647,0.1533,0.1682
pillow,non_marketplace,non_marketplace,5-10k,5-10k,10912,high,1,Одеяло,Кровать/каркас,1191,565,0.1091,0.0518,1156.56,2120.57,Пятница,День (12-17),2024-09,192365.05,Суббота,Утро (06-11),2025-09,840802.18,Матрас,Кровать/каркас,1770,565,0.1622,0.0518,46070.7,40955.08,unknown,unknown,0.1034,0.1151,0.0478,0.0561,0.1554,0.1692,0.0478,0.0561
pillow,non_marketplace,non_marketplace,10-20k,10-20k,529,medium,1,Постельное белье,Матрас,78,69,0.1474,0.1304,2490.1,6855.6,,,,,,,,,Другая мебель,Кровать/каркас,50,38,0.0945,0.0718,50871.58,44943.01,50x70,unknown,0.1198,0.1802,0.1044,0.1618,0.0724,0.1225,0.0528,0.0971
pillow,non_marketplace,non_marketplace,10-20k,10-20k,1807,medium,1,Одеяло,Ароматы для дома,76,38,0.0421,0.021,656.23,57.54,,,,,,,,,Наволочка,Аксессуары для сна,338,33,0.1871,0.0183,4678.72,3739.24,unknown,anatomic,0.0337,0.0523,0.0154,0.0287,0.1697,0.2057,0.013,0.0255
pillow,non_marketplace,non_marketplace,10-20k,10-20k,798,medium,1,Матрас,Наволочка,68,58,0.0852,0.0727,4703.12,220.13,,,,,,,,,Одеяло,Простыня,134,35,0.1679,0.0439,18230.68,5533.55,unknown,down,0.0678,0.1066,0.0566,0.0928,0.1436,0.1954,0.0317,0.0604
pillow,non_marketplace,non_marketplace,10-20k,10-20k,178,low,1,Одеяло,Матрас,6,3,0.0337,0.0169,343.19,371.25,,,,,,,,,Одеяло,Другая мебель,6,1,0.0337,0.0056,10181.43,3990.0,unknown,memory,0.0155,0.0716,0.0057,0.0484,0.0155,0.0716,0.001,0.0311
pillow,non_marketplace,non_marketplace,10-20k,10-20k,6698,high,1,Другая мебель,Матрас,448,428,0.0669,0.0639,2741.85,2745.72,Суббота,День (12-17),2025-03,435722.02,Суббота,День (12-17),2025-02,644796.6,Матрас,Другая мебель,428,448,0.0639,0.0669,42969.3,40993.13,unknown,orthopedic,0.0611,0.0731,0.0583,0.07,0.0583,0.07,0.0611,0.0731
pillow,non_marketplace,non_marketplace,10-20k,10-20k,7271,high,1,Одеяло,Кровать/каркас,921,514,0.1267,0.0707,1671.79,3794.3,Понедельник,День (12-17),2024-12,123817.43,Вторник,День (12-17),2024-07,990829.21,Кровать/каркас,Другая мебель,514,233,0.0707,0.032,53673.87,45738.96,unknown,unknown,0.1192,0.1345,0.065,0.0768,0.065,0.0768,0.0282,0.0363
pillow,non_marketplace,non_marketplace,20-30k,20-30k,569,medium,1,Одеяло,Матрас,72,39,0.1265,0.0685,2493.53,5038.19,,,,,,,,,Одеяло,Наволочка,72,155,0.1265,0.2724,19705.79,7960.12,unknown,orthopedic,0.1017,0.1564,0.0505,0.0923,0.1017,0.1564,0.2374,0.3104
pillow,non_marketplace,non_marketplace,20-30k,20-30k,1400,high,1,Одеяло,Кровать/каркас,283,113,0.2021,0.0807,3893.75,5573.29,Суббота,День (12-17),,76395.23,,,,,Кровать/каркас,Другая мебель,113,43,0.0807,0.0307,69049.56,47675.66,unknown,unknown,0.1819,0.224,0.0676,0.0962,0.0676,0.0962,0.0229,0.0411
pillow,non_marketplace,non_marketplace,30k+,30k+,539,medium,1,Матрас,Наволочка,157,59,0.2913,0.1095,33449.47,932.66,,,,,,,,,Кровать/каркас,Одеяло,40,204,0.0742,0.3785,78392.48,33641.79,unknown,unknown,0.2545,0.331,0.0858,0.1386,0.055,0.0995,0.3385,0.4201
